AUDIO_START_TIME,source_db,duration,contact_duration,session_total_hold_time,type,eval_count,ifind_rank,sid,site_id,audio_ch_num,audio_module_num,audio_start_time_gmt,transaction_id,ani,audio_end_time,audio_start_time1,call_id,contact_duration_seconds,direction,dnis,duration_seconds,evaluated_by_me,exception_reason,extension,string_extension,is_exception,local_audio_end_time,local_audio_start_time,number_of_conferences,number_of_holds,number_of_transfers,num_of_cxm_evals,num_of_ccq_evals,session_number_of_holds,session_total_hold_time_in_seconds,pbx_login_id,personal_id,personal_name,personal_tag,prod_time,producer_name,remark,screens_exists,screens_module,switch_call_id,switch_id,switch_name,total_hold_time,total_hold_time_in_seconds,wrapup_time_in_seconds,wrapup_time,interaction_type_id,interaction_type,media_type_bit_mask,cd1,cd2,cd3,cd4,cd5,cd6,cd7,cd8,cd9,cd10,cd11,cd12,cd13,cd14,cd15,cd16,cd17,cd18,cd19,cd20,cd21,cd22,cd23,cd24,cd25,cd26,cd27,cd28,cd29,cd30,cd31,cd32,cd33,cd34,cd35,cd36,cd37,cd38,cd39,cd40,cd41,cd42,cd43,cd44,cd45,cd46,cd47,cd48,cd49,cd50,cd51,cd52,cd53,cd54,cd55,cd56,cd57,cd58,cd59,cd60,cd61,cd62,cd63,cd64,cd65,cd66,cd67,cd68,cd69,cd70,cd71,cd72,cd73,cd74,cd75,pcd1_value,pcd1,pcd2_value,pcd2,pcd3_value,pcd3,pcd4_value,pcd4,pcd5_value,pcd5,pcd6_value,pcd6,pcd7_value,pcd7,pcd8_value,pcd8,pcd9_value,pcd9,pcd10_value,pcd10,pcd11_value,pcd11,pcd12_value,pcd12,pcd13_value,pcd13,pcd14_value,pcd14,pcd15_value,pcd15,ifind_categories,has_emotion
2024-03-07T17:48:49.243,CentralContact,00:00:29,00:00:28,00:00:00,1,0,0,6566522,708,73357220,708028,2024-03-07T16:48:49.243,2024030716484924207335722070878701,user002@verintnew01.prodreleasev2.com,2024-03-07T17:49:18.243,2024-03-07T17:48:49.243,9151068452920007871,28,2,+353894522990,29,0,1,2147483647,user002@verintnew01.prodreleasev2.com,0,2024-03-07T16:49:18.243,2024-03-07T16:48:49.243,0,0,0,0,0,0,0,,708001002,"user002, user002",0,,,,0,0,97ee2067-212f-4cee-bdab-7da7691feb8b,708000502,Verintnew01_PhoneDS_IKHHJK,00:00:00,0,0,00:00:00,1,Phone,1,,,,,,,,97ee2067-212f-4cee-bdab-7da7691feb8b,,,,,,,,,,,,,,,,,,,,,24116000041709830128,user002@verintnew01.prodreleasev2.com,user002@verintnew01.prodreleasev2.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2024-03-07T17:42:26.973,CentralContact,00:00:26,00:00:26,00:00:00,1,0,0,6565984,708,73357219,708027,2024-03-07T16:42:26.973,2024030716422697307335721970878701,anonymous,2024-03-07T17:42:52.973,2024-03-07T17:42:26.973,9151068414690007871,26,1,+18022940681,26,0,1,2147483647,user002@verintnew01.prodreleasev2.com,0,2024-03-07T16:42:52.973,2024-03-07T16:42:26.973,0,0,0,0,0,0,0,,708001002,"user002, user002",0,,,,0,0,45890ec1-c998-4ad3-a082-28beb0f1d3c7,708000502,Verintnew01_PhoneDS_IKHHJK,00:00:00,0,0,00:00:00,1,Phone,1,,,,,,,,45890ec1-c998-4ad3-a082-28beb0f1d3c7,,,,,,,,,,,,,,,,,,,,,03190579411709829718,user002@verintnew01.prodreleasev2.com,user002@verintnew01.prodreleasev2.com,,,,,,,,,,,,,,Department.Support,b4c28c2d-7e68-4d42-bd93-0295451cc9dd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2024-03-04T14:03:25.883,CentralContact,00:00:21,00:00:20,00:00:00,1,0,0,6158270,708,8457927,708028,2024-03-04T13:03:25.883,2024030413032588400845792770881401,anonymous,2024-03-04T14:03:46.883,2024-03-04T14:03:25.883,9151041180580008141,20,1,+18022940681,21,0,1,2147483647,user003@verintnew01.prodreleasev2.com,0,2024-03-04T13:03:46.883,2024-03-04T13:03:25.883,0,0,0,0,0,0,0,,708001003,"user003, user003",0,,,,0,0,057b7924-938a-4e52-b8f3-5e82f30e9101,708000502,Verintnew01_PhoneDS_IKHHJK,00:00:00,0,0,00:00:00,1,Phone,1,,,,,,,,057b7924-938a-4e52-b8f3-5e82f30e9101,,,,,,,,,,,,,,,,,,,,,03190126711709557380,user003@verintnew01.prodreleasev2.com,user003@verintnew01.prodreleasev2.com,,,,,,,,,,,,,,Department.Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2024-03-04T13:54:37.307,CentralContact,00:00:36,00:00:36,00:00:00,1,0,0,6158267,708,8457926,708028,2024-03-04T12:54:37.307,2024030412543730700845792670881401,+353894522990,2024-03-04T13:55:13.307,2024-03-04T13:54:37.307,9151041127730008141,36,1,+18022940681,36,0,1,2147483647,user003@verintnew01.prodreleasev2.com,0,2024-03-04T12:55:13.307,2024-03-04T12:54:37.307,0,0,1,0,0,0,0,,708001003,"user003, user003",0,,,,0,0,f6aa1685-3e34-4cb9-9714-65399ba5e7e1,708000502,Verintnew01_PhoneDS_IKHHJK,00:00:00,0,0,00:00:00,1,Phone,1,,,,,,,,f6aa1685-3e34-4cb9-9714-65399ba5e7e1,,,,,,,,,,,,,,,,,,,,,11191519681709556850,user003@verintnew01.prodreleasev2.com,user003@verintnew01.prodreleasev2.com,,,,,,,,,,,,,,Department.Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2024-03-04T13:49:00.26,CentralContact,00:00:58,00:00:58,00:00:00,1,0,0,6158266,708,8457924,708027,2024-03-04T12:49:00.26,2024030412490025900845792470881401,+353894522990,2024-03-04T13:49:58.26,2024-03-04T13:49:00.26,9151041094020008141,58,1,+18022940681,58,0,1,2147483647,user003@verintnew01.prodreleasev2.com,0,2024-03-04T12:49:58.26,2024-03-04T12:49:00.26,0,0,1,0,0,0,0,,708001003,"user003, user003",0,,,,0,0,2b275cae-ddb8-4def-b253-5532d37ffdf1,708000502,Verintnew01_PhoneDS_IKHHJK,00:00:00,0,0,00:00:00,1,Phone,1,,,,,,,,2b275cae-ddb8-4def-b253-5532d37ffdf1,,,,,,,,,,,,,,,,,,,,,11191519431709556513,user003@verintnew01.prodreleasev2.com,user003@verintnew01.prodreleasev2.com,,,,,,,,,,,,,,Department.Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2024-03-04T13:23:31.15,CentralContact,00:00:28,00:00:27,00:00:00,1,0,0,6158262,708,8457923,708027,2024-03-04T12:23:31.15,2024030412233114900845792370881401,+353894522990,2024-03-04T13:23:59.15,2024-03-04T13:23:31.15,9151040941110008141,27,1,+18022940681,28,0,1,2147483647,user003@verintnew01.prodreleasev2.com,0,2024-03-04T12:23:59.15,2024-03-04T12:23:31.15,0,0,1,0,0,0,0,,708001003,"user003, user003",0,,,,0,0,db7a367a-2f4f-4041-9453-b4ae1bfa33b1,708000502,Verintnew01_PhoneDS_IKHHJK,00:00:00,0,0,00:00:00,1,Phone,1,,,,,,,,db7a367a-2f4f-4041-9453-b4ae1bfa33b1,,,,,,,,,,,,,,,,,,,,,11191518611709554983,user003@verintnew01.prodreleasev2.com,user003@verintnew01.prodreleasev2.com,,,,,,,,,,,,,,Department.Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2024-03-04T13:20:22.007,CentralContact,00:00:32,00:00:31,00:00:00,1,0,0,6158260,708,8457922,708028,2024-03-04T12:20:22.007,2024030412202200700845792270881401,anonymous,2024-03-04T13:20:54.007,2024-03-04T13:20:22.007,9151040922200008141,31,1,+18022940681,32,0,1,2147483647,user003@verintnew01.prodreleasev2.com,0,2024-03-04T12:20:54.007,2024-03-04T12:20:22.007,0,0,0,0,0,0,0,,708001003,"user003, user003",0,,,,0,0,e16a92eb-a7da-4b7e-8555-c75b49cbc360,708000502,Verintnew01_PhoneDS_IKHHJK,00:00:00,0,0,00:00:00,1,Phone,1,,,,,,,,e16a92eb-a7da-4b7e-8555-c75b49cbc360,,,,,,,,,,,,,,,,,,,,,03190125781709554795,user003@verintnew01.prodreleasev2.com,user003@verintnew01.prodreleasev2.com,,,,,,,,,,,,,,Department.Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2024-02-29T20:12:04.033,CentralContact,00:00:31,00:00:31,00:00:00,1,0,0,5677132,708,8457921,708027,2024-02-29T19:12:04.033,2024022919120403300845792170881401,anonymous,2024-02-29T20:12:35.033,2024-02-29T20:12:04.033,9151008832400008141,31,1,+18022940681,31,0,1,2147483647,user003@verintnew01.prodreleasev2.com,0,2024-02-29T19:12:35.033,2024-02-29T19:12:04.033,0,0,0,0,0,0,0,,708001003,"user003, user003",0,,,,0,0,86bd3a58-6813-46cb-b381-494ed3909503,708000502,Verintnew01_PhoneDS_IKHHJK,00:00:00,0,0,00:00:00,1,Phone,1,,,,,,,,86bd3a58-6813-46cb-b381-494ed3909503,,,,,,,,,,,,,,,,,,,,,20261370441709233885,user003@verintnew01.prodreleasev2.com,user003@verintnew01.prodreleasev2.com,,,,,,,,,,,,,,Department.Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2024-02-29T20:04:30.93,CentralContact,00:00:24,00:00:24,00:00:00,1,0,0,5675462,708,8457920,708027,2024-02-29T19:04:30.93,2024022919043091900845792070881401,anonymous,2024-02-29T20:04:54.93,2024-02-29T20:04:30.93,9151008787090008141,24,1,+18022940681,24,0,1,2147483647,user003@verintnew01.prodreleasev2.com,0,2024-02-29T19:04:54.93,2024-02-29T19:04:30.93,0,0,0,0,0,0,0,,708001003,"user003, user003",0,,,,0,0,1cc1bef5-1be8-43cd-8bf1-89b738b086eb,708000502,Verintnew01_PhoneDS_IKHHJK,00:00:00,0,0,00:00:00,1,Phone,1,,,,,,,,1cc1bef5-1be8-43cd-8bf1-89b738b086eb,,,,,,,,,,,,,,,,,,,,,22983521351709233440,user003@verintnew01.prodreleasev2.com,user003@verintnew01.prodreleasev2.com,,,,,,,,,,,,,,Department.Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2024-02-21T09:53:54.81,CentralContact,00:00:28,00:00:28,00:00:00,1,0,0,4708110,708,55831802,708027,2024-02-21T08:53:54.81,2024022108535481005583180270881401,user003@verintnew01.prodreleasev2.com,2024-02-21T09:54:22.81,2024-02-21T09:53:54.81,9150936003480008141,28,2,+353894522990,28,0,1,2147483647,user003@verintnew01.prodreleasev2.com,0,2024-02-21T08:54:22.81,2024-02-21T08:53:54.81,0,0,0,0,0,0,0,,708001003,"user003, user003",0,,,,0,0,e227f0bf-4dd2-46f0-8353-fba21c4587cf,708000502,Verintnew01_PhoneDS_IKHHJK,00:00:00,0,0,00:00:00,1,Phone,1,,,,,,,,e227f0bf-4dd2-46f0-8353-fba21c4587cf,,,,,,,,,,,,,,,,,,,,,05960000041708505634,user003@verintnew01.prodreleasev2.com,user003@verintnew01.prodreleasev2.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2024-02-21T09:45:43.57,CentralContact,00:00:39,00:00:39,00:00:00,1,0,0,4707445,708,55831797,708027,2024-02-21T08:45:43.57,2024022108454356905583179770881401,user003@verintnew01.prodreleasev2.com,2024-02-21T09:46:22.57,2024-02-21T09:45:43.57,9150935954350008141,39,2,+353894522990,39,0,1,2147483647,user003@verintnew01.prodreleasev2.com,0,2024-02-21T08:46:22.57,2024-02-21T08:45:43.57,0,0,0,0,0,0,0,,708001003,"user003, user003",0,,,,0,0,df45e815-8399-41dd-ac1e-57e0682b262d,708000502,Verintnew01_PhoneDS_IKHHJK,00:00:00,0,0,00:00:00,1,Phone,1,,,,,,,,df45e815-8399-41dd-ac1e-57e0682b262d,,,,,,,,,,,,,,,,,,,,,06037000041708505142,user003@verintnew01.prodreleasev2.com,user003@verintnew01.prodreleasev2.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2024-02-20T22:39:41.45,CentralContact,00:00:24,00:00:23,00:00:00,1,0,0,4651874,708,55831795,708028,2024-02-20T21:39:41.45,2024022021394144905583179570881401,user001@verintnew01.prodreleasev2.com,2024-02-20T22:40:05.45,2024-02-20T22:39:41.45,9150931958140008141,23,2,+353894522990,24,0,1,2147483647,user001@verintnew01.prodreleasev2.com,0,2024-02-20T21:40:05.45,2024-02-20T21:39:41.45,0,0,0,0,0,0,0,,708001001,"user001, user001",0,,,,0,0,5982aae6-e3df-469e-ba57-064cb2bd71ce,708000502,Verintnew01_PhoneDS_IKHHJK,00:00:00,0,0,00:00:00,1,Phone,1,,,,,,,,5982aae6-e3df-469e-ba57-064cb2bd71ce,,,,,,,,,,,,,,,,,,,,,10412000011708465180,user001@verintnew01.prodreleasev2.com,user001@verintnew01.prodreleasev2.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2024-02-20T22:33:45.55,CentralContact,00:00:35,00:00:34,00:00:00,1,0,0,4651389,708,55831793,708028,2024-02-20T21:33:45.55,2024022021334555105583179370881401,user001@verintnew01.prodreleasev2.com,2024-02-20T22:34:20.55,2024-02-20T22:33:45.55,9150931922550008141,34,2,+353894522990,35,0,1,2147483647,user001@verintnew01.prodreleasev2.com,0,2024-02-20T21:34:20.55,2024-02-20T21:33:45.55,0,0,0,0,0,0,0,,708001001,"user001, user001",0,,,,0,0,c88d44d5-4665-45a0-bf43-743c6a86936c,708000502,Verintnew01_PhoneDS_IKHHJK,00:00:00,0,0,00:00:00,1,Phone,1,,,,,,,,c88d44d5-4665-45a0-bf43-743c6a86936c,,,,,,,,,,,,,,,,,,,,,10412000001708464825,user001@verintnew01.prodreleasev2.com,user001@verintnew01.prodreleasev2.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2024-02-20T22:31:11.447,CentralContact,00:00:25,00:00:24,00:00:00,1,0,0,4651161,708,55831792,708028,2024-02-20T21:31:11.447,2024022021311144605583179270881401,+353894522990,2024-02-20T22:31:36.447,2024-02-20T22:31:11.447,9150931907140008141,24,1,+18022940681,25,0,1,2147483647,user001@verintnew01.prodreleasev2.com,0,2024-02-20T21:31:36.447,2024-02-20T21:31:11.447,0,0,0,0,0,0,0,,708001001,"user001, user001",0,,,,0,0,5bf5713b-6e4a-446f-a8b2-4cd5cb681eb4,708000502,Verintnew01_PhoneDS_IKHHJK,00:00:00,0,0,00:00:00,1,Phone,1,,,,,,,,5bf5713b-6e4a-446f-a8b2-4cd5cb681eb4,,,,,,,,,,,,,,,,,,,,,22983046661708464641,user001@verintnew01.prodreleasev2.com,user001@verintnew01.prodreleasev2.com,,,,,,,,,,,,,,Department.Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
